word,japanese,source,source_url,license,source_dump_date,imported_at
industriously,"勤勉に、せっせと","Japanese Wiktionary",https://ja.wiktionary.org/wiki/industriously,"CC BY-SA 4.0",2026-08-05,2026-08-14
inebriated,"酔っ払った。 / inebriateの過去形・過去分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inebriated,"CC BY-SA 4.0",2026-08-05,2026-08-14
inedible,"有毒で食えない。有毒で食べられない。食べると危ない。（初めから食用ではない。食われる側が主語） / 腐っていて食えない。（元々は食用。食われる側が主語）","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inedible,"CC BY-SA 4.0",2026-08-05,2026-08-14
ineffective,"効果の無い。無効な。無駄な。 / 無能な。無力な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ineffective,"CC BY-SA 4.0",2026-08-05,2026-08-14
ineffectively,"効果的でなく。非効率的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ineffectively,"CC BY-SA 4.0",2026-08-05,2026-08-14
ineffectual,"効果のない。 / 無駄な。 / 無力な。無能な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ineffectual,"CC BY-SA 4.0",2026-08-05,2026-08-14
ineffectually,"効果なく。無駄に。無力に。無能に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ineffectually,"CC BY-SA 4.0",2026-08-05,2026-08-14
inefficient,"効率の悪い。 / 役に立たない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inefficient,"CC BY-SA 4.0",2026-08-05,2026-08-14
inelegant,"優美でない、洗練されていない、野暮な、無粋な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inelegant,"CC BY-SA 4.0",2026-08-05,2026-08-14
inept,"不向きな。不適な。不適切な。適性の無い。(才能や素質が) 弱い。苦手な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inept,"CC BY-SA 4.0",2026-08-05,2026-08-14
inert,"不活性の、効力のない / 自動力のない / 怠けた、鈍い","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inert,"CC BY-SA 4.0",2026-08-05,2026-08-14
inescapable,"（境遇や現象が）逃げられない。避けられない。逃走を阻む。不可避の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inescapable,"CC BY-SA 4.0",2026-08-05,2026-08-14
inevitably,"避けられずに / 必ず、起こるべくして、必然的に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inevitably,"CC BY-SA 4.0",2026-08-05,2026-08-14
inexact,"不正確な。厳密でない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inexact,"CC BY-SA 4.0",2026-08-05,2026-08-14
inexhaustible,"無尽蔵の。 / 疲れを知らない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inexhaustible,"CC BY-SA 4.0",2026-08-05,2026-08-14
inexpensive,"（値段が）安い、低廉な、安価な、手頃な値段の、費用の掛からない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inexpensive,"CC BY-SA 4.0",2026-08-05,2026-08-14
inexpert,"未熟な。下手な。 / 未熟者。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inexpert,"CC BY-SA 4.0",2026-08-05,2026-08-14
inexplicable,"（問題や構図を）割り切れない。説明がつかない。不可解な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inexplicable,"CC BY-SA 4.0",2026-08-05,2026-08-14
inextinguishable,"消火できない。 / （感情が）抑えられない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inextinguishable,"CC BY-SA 4.0",2026-08-05,2026-08-14
infallible,"誤りの無い、無謬の、無欠の、完い、完璧な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infallible,"CC BY-SA 4.0",2026-08-05,2026-08-14
infamous,"悪名高い、不名誉な。 / 恥ずべき、卑劣な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infamous,"CC BY-SA 4.0",2026-08-05,2026-08-14
infamously,"悪名高く、不名誉にも","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infamously,"CC BY-SA 4.0",2026-08-05,2026-08-14
infante,"スペインやポルトガルの王位を継承しない王子、皇子","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infante,"CC BY-SA 4.0",2026-08-05,2026-08-14
infantile,"小児の、小児に関する。 / 子供じみた、未熟な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infantile,"CC BY-SA 4.0",2026-08-05,2026-08-14
infector,"感染を起こすもの。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infector,"CC BY-SA 4.0",2026-08-05,2026-08-14
inferential,"推論の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inferential,"CC BY-SA 4.0",2026-08-05,2026-08-14
infertile,"（土地が）痩せた。不毛の。 / 生殖力のない。不妊の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infertile,"CC BY-SA 4.0",2026-08-05,2026-08-14
infinitely,"無限に。果てしなく。 / はるかに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infinitely,"CC BY-SA 4.0",2026-08-05,2026-08-14
infinitesimally,"微量に、微少に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infinitesimally,"CC BY-SA 4.0",2026-08-05,2026-08-14
infinito,"インフィニート。無限に、終わりなく。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infinito,"CC BY-SA 4.0",2026-08-05,2026-08-14
infirm,"（体が）弱い。虚弱な。 / （意志などが）弱い。決断力のない。 / 堅固でない。 / 否定する。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infirm,"CC BY-SA 4.0",2026-08-05,2026-08-14
inflammable,"可燃性の。 / 引火しやすい。 / 怒りっぽい。 / 不燃性の。 / 可燃性物質。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inflammable,"CC BY-SA 4.0",2026-08-05,2026-08-14
inflammatories,"""inflammatory"" の複数形","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inflammatories,"CC BY-SA 4.0",2026-08-05,2026-08-14
inflammatory,"炎症の。 / 炎上させる、扇情的な。 / 炎症の原因となる物質。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inflammatory,"CC BY-SA 4.0",2026-08-05,2026-08-14
influent,"支流。 / 影響種。優越種。 / 流入する。流れ込む。 / 影響を与える。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/influent,"CC BY-SA 4.0",2026-08-05,2026-08-14
influential,"影響力のある。有力な。 / 影響力のある人。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/influential,"CC BY-SA 4.0",2026-08-05,2026-08-14
influentials,"influentialの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/influentials,"CC BY-SA 4.0",2026-08-05,2026-08-14
inforce,"enforceの廃用。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inforce,"CC BY-SA 4.0",2026-08-05,2026-08-14
inforced,"inforceの過去形・過去分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inforced,"CC BY-SA 4.0",2026-08-05,2026-08-14
inforcement,"enforcementの旧綴り。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inforcement,"CC BY-SA 4.0",2026-08-05,2026-08-14
informally,"非公式に、形式張らずに","Japanese Wiktionary",https://ja.wiktionary.org/wiki/informally,"CC BY-SA 4.0",2026-08-05,2026-08-14
informative,"情報を提供する。 / 有益な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/informative,"CC BY-SA 4.0",2026-08-05,2026-08-14
infrequent,"稀な、滅多にない","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infrequent,"CC BY-SA 4.0",2026-08-05,2026-08-14
infrequently,"稀に、珍しく","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infrequently,"CC BY-SA 4.0",2026-08-05,2026-08-14
infringers,"infringerの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/infringers,"CC BY-SA 4.0",2026-08-05,2026-08-14
ingenious,"独創的な。工夫に富む。 / 精巧な。巧妙な。 / 利口な。器用な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ingenious,"CC BY-SA 4.0",2026-08-05,2026-08-14
ingeniously,"独創的に。巧みに。器用に。巧妙に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ingeniously,"CC BY-SA 4.0",2026-08-05,2026-08-14
ingenuous,"世間知らずの、世事に疎い。 / 純真な、無邪気な。 / 単純な。 / 感情がすぐ顔に出る。 / 率直な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ingenuous,"CC BY-SA 4.0",2026-08-05,2026-08-14
inharmonious,"調和の取れていない。不協和の。 / 不和の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inharmonious,"CC BY-SA 4.0",2026-08-05,2026-08-14
inherent,"本来備わっている。生来の。固有の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inherent,"CC BY-SA 4.0",2026-08-05,2026-08-14
inherently,"生まれつき。生来。本質的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inherently,"CC BY-SA 4.0",2026-08-05,2026-08-14
inhouse,"in-houseの異綴。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inhouse,"CC BY-SA 4.0",2026-08-05,2026-08-14
inhuman,"非人間的な、冷酷な、残忍な。 / 人間のものでない。超人的な。怪物のような。 / 人間が使えない、住めない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inhuman,"CC BY-SA 4.0",2026-08-05,2026-08-14
inhumane,"inhumanの異形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inhumane,"CC BY-SA 4.0",2026-08-05,2026-08-14
inimical,"好ましくない、有害な、損なう。 / 敵意のある。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inimical,"CC BY-SA 4.0",2026-08-05,2026-08-14
inimitable,"真似されることを許さない。独特の。無類の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inimitable,"CC BY-SA 4.0",2026-08-05,2026-08-14
iniquitous,"不正な、不当な、不道徳な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/iniquitous,"CC BY-SA 4.0",2026-08-05,2026-08-14
initialed,"initialの過去形・過去分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/initialed,"CC BY-SA 4.0",2026-08-05,2026-08-14
initialing,"""initial"" の動名詞形又は現在分詞形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/initialing,"CC BY-SA 4.0",2026-08-05,2026-08-14
initially,"始めに。最初に。第一に。 / 始めは。最初は。当初は。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/initially,"CC BY-SA 4.0",2026-08-05,2026-08-14
injuria,"権利侵害。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/injuria,"CC BY-SA 4.0",2026-08-05,2026-08-14
injurious,"有害な、傷付ける。 / 無礼な、不当な、侮辱的な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/injurious,"CC BY-SA 4.0",2026-08-05,2026-08-14
inland,"沿岸から離れた。内陸の。奥地の。 / 国内の。 / 内陸。奥地。 / 内陸に。奥地に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inland,"CC BY-SA 4.0",2026-08-05,2026-08-14
inlist,"enlistの旧綴り。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inlist,"CC BY-SA 4.0",2026-08-05,2026-08-14
innate,"生まれつきの。生来の。天性の。 / (植物学)（葯が）内着の。 / 生じさせる。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/innate,"CC BY-SA 4.0",2026-08-05,2026-08-14
innately,"生まれつき。生来。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/innately,"CC BY-SA 4.0",2026-08-05,2026-08-14
inner,"内部の、奥の / 内面的な","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inner,"CC BY-SA 4.0",2026-08-05,2026-08-14
innocente,"innocentの14世紀から16世紀にかけての綴り。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/innocente,"CC BY-SA 4.0",2026-08-05,2026-08-14
innocently,"無邪気に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/innocently,"CC BY-SA 4.0",2026-08-05,2026-08-14
innocuous,"無害な、毒を含まない。 / 無害無益な、毒にも薬にもならない。 / 退屈な、つまらない、無味乾燥な、刺激しない。 / 無難な、当たり障りのない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/innocuous,"CC BY-SA 4.0",2026-08-05,2026-08-14
innovative,"革新的な / 画期的な / 独創的な","Japanese Wiktionary",https://ja.wiktionary.org/wiki/innovative,"CC BY-SA 4.0",2026-08-05,2026-08-14
innumerable,"無数の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/innumerable,"CC BY-SA 4.0",2026-08-05,2026-08-14
inocula,"inoculumの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inocula,"CC BY-SA 4.0",2026-08-05,2026-08-14
inoffensive,"無難な。気に障らない。当たり障りのない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inoffensive,"CC BY-SA 4.0",2026-08-05,2026-08-14
inopportune,"時機を失した、折の悪い","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inopportune,"CC BY-SA 4.0",2026-08-05,2026-08-14
inquiringly,"知りたそうに。不審そうに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inquiringly,"CC BY-SA 4.0",2026-08-05,2026-08-14
inquisitive,"知識欲のある、詮索好きな。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inquisitive,"CC BY-SA 4.0",2026-08-05,2026-08-14
inquisitively,"頻りに知りたがって。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inquisitively,"CC BY-SA 4.0",2026-08-05,2026-08-14
inquisitorial,"好奇心の強い。詮索好きな。 / 尋問する資格がある。 / 宗教裁判の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inquisitorial,"CC BY-SA 4.0",2026-08-05,2026-08-14
insane,"（精神的に）異常な、気が狂った。 / 精神病患者の。 / 狂わせる、異常にさせる。 / 常識はずれの。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insane,"CC BY-SA 4.0",2026-08-05,2026-08-14
insecticidal,"殺虫剤の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insecticidal,"CC BY-SA 4.0",2026-08-05,2026-08-14
insectivorous,"食虫の / (of a plant)食虫植物の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insectivorous,"CC BY-SA 4.0",2026-08-05,2026-08-14
insecure,"危ない、おぼつかない、不安な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insecure,"CC BY-SA 4.0",2026-08-05,2026-08-14
insecurely,"危うく、不安定に / 自信がなく","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insecurely,"CC BY-SA 4.0",2026-08-05,2026-08-14
insensitive,"平気な。鈍感な。無神経な。 / （刺激に対して）無感覚の。無反応の。 / 無関心な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insensitive,"CC BY-SA 4.0",2026-08-05,2026-08-14
insidious,"悪だくみをした。陰湿な。陰険な。狡猾な。油断ならない。 / 罠の。陰謀の。 / 裏切りの。 / 潜行性の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insidious,"CC BY-SA 4.0",2026-08-05,2026-08-14
insidiously,"悪だくみして、陰険に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insidiously,"CC BY-SA 4.0",2026-08-05,2026-08-14
insightful,"洞察力のある。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insightful,"CC BY-SA 4.0",2026-08-05,2026-08-14
insightfully,"洞察力のある方法で。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insightfully,"CC BY-SA 4.0",2026-08-05,2026-08-14
insignificant,"無意味な / 些細な","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insignificant,"CC BY-SA 4.0",2026-08-05,2026-08-14
insipid,"味の無い。風味の無い。 / 退屈な。平凡な。特徴のない。味気ない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insipid,"CC BY-SA 4.0",2026-08-05,2026-08-14
insistent,"しつこい。執拗な。力説する。 / （音などが）ひっきりなしの。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insistent,"CC BY-SA 4.0",2026-08-05,2026-08-14
insistently,"しつこく。強情に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insistently,"CC BY-SA 4.0",2026-08-05,2026-08-14
insolent,"横柄な。傲慢な。無礼な。 / 横柄な人。傲慢な人。無礼な人。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insolent,"CC BY-SA 4.0",2026-08-05,2026-08-14
insolently,"横柄に。傲慢に。無礼に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insolently,"CC BY-SA 4.0",2026-08-05,2026-08-14
inspirational,"霊感を与える","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inspirational,"CC BY-SA 4.0",2026-08-05,2026-08-14
inspiratory,"吸気の。吸入の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/inspiratory,"CC BY-SA 4.0",2026-08-05,2026-08-14
instantaneous,"即座の、瞬間的な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/instantaneous,"CC BY-SA 4.0",2026-08-05,2026-08-14
instantaneously,"即時に、即座に、瞬間的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/instantaneously,"CC BY-SA 4.0",2026-08-05,2026-08-14
instantly,"直ちに、即座に。[16世紀より] / 執拗に。[15世紀より] / 同時に。 / ～すると直ちに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/instantly,"CC BY-SA 4.0",2026-08-05,2026-08-14
instead,"代わりとして。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/instead,"CC BY-SA 4.0",2026-08-05,2026-08-14
instinctive,"本能的な / 直感的な","Japanese Wiktionary",https://ja.wiktionary.org/wiki/instinctive,"CC BY-SA 4.0",2026-08-05,2026-08-14
instructive,"教育的な、教訓的な、有益な。 / 具格。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/instructive,"CC BY-SA 4.0",2026-08-05,2026-08-14
instrumented,"instrumentの過去形・過去分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/instrumented,"CC BY-SA 4.0",2026-08-05,2026-08-14
instrumenting,"instrumentの動名詞又は現在分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/instrumenting,"CC BY-SA 4.0",2026-08-05,2026-08-14
insubstantial,"内容のない。 / 不十分な。 / 脆い。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insubstantial,"CC BY-SA 4.0",2026-08-05,2026-08-14
insufferable,"耐えがたい、我慢できない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insufferable,"CC BY-SA 4.0",2026-08-05,2026-08-14
insufferably,"耐えがたく。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insufferably,"CC BY-SA 4.0",2026-08-05,2026-08-14
insufficient,"不十分な、不足した。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insufficient,"CC BY-SA 4.0",2026-08-05,2026-08-14
insula,"（建物）インスラ。 / 島皮質。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insula,"CC BY-SA 4.0",2026-08-05,2026-08-14
insulae,"insulaの複数形","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insulae,"CC BY-SA 4.0",2026-08-05,2026-08-14
insular,"島の。 / 島状の、島に似た。 / 島にある。 / （島のように）隔絶された。切り離された。孤立した。 / 心の狭い。偏狭な。島国根性の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insular,"CC BY-SA 4.0",2026-08-05,2026-08-14
insultingly,"無礼に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insultingly,"CC BY-SA 4.0",2026-08-05,2026-08-14
insuperable,"(問題などが) 克服できない、乗り越えられない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insuperable,"CC BY-SA 4.0",2026-08-05,2026-08-14
insurmountable,"乗り越えられない、克服できない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/insurmountable,"CC BY-SA 4.0",2026-08-05,2026-08-14
intact,"無傷の、破損していない、完全な。 / 処女の。 / 去勢されていない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intact,"CC BY-SA 4.0",2026-08-05,2026-08-14
intellectually,"知的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intellectually,"CC BY-SA 4.0",2026-08-05,2026-08-14
intelligent,"知能の高い","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intelligent,"CC BY-SA 4.0",2026-08-05,2026-08-14
intelligently,"知的に / 聡明に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intelligently,"CC BY-SA 4.0",2026-08-05,2026-08-14
intelligible,"理解しやすい、解りやすい、意味が明瞭な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intelligible,"CC BY-SA 4.0",2026-08-05,2026-08-14
intense,"激しい。 / 濃い。 / 情熱的な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intense,"CC BY-SA 4.0",2026-08-05,2026-08-14
intensely,"激しく。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intensely,"CC BY-SA 4.0",2026-08-05,2026-08-14
intensively,"激しく。集中的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intensively,"CC BY-SA 4.0",2026-08-05,2026-08-14
intentional,"故意の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intentional,"CC BY-SA 4.0",2026-08-05,2026-08-14
intentionally,"故意に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intentionally,"CC BY-SA 4.0",2026-08-05,2026-08-14
intently,"熱心に。夢中で。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intently,"CC BY-SA 4.0",2026-08-05,2026-08-14
interactive,"相互作用の。 / 双方向の、インタラクティブの。 / 双方向性。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interactive,"CC BY-SA 4.0",2026-08-05,2026-08-14
interactives,"""interactive"" の複数形","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interactives,"CC BY-SA 4.0",2026-08-05,2026-08-14
interactivity,"双方向機能。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interactivity,"CC BY-SA 4.0",2026-08-05,2026-08-14
intercessory,"仲裁の、仲介の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intercessory,"CC BY-SA 4.0",2026-08-05,2026-08-14
intercollege,"大学間の、複数大学の。 / （サークルなどが）所属大学に関係なく加入できる。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intercollege,"CC BY-SA 4.0",2026-08-05,2026-08-14
intercontinental,"大陸間の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intercontinental,"CC BY-SA 4.0",2026-08-05,2026-08-14
interdependent,"相互依存の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interdependent,"CC BY-SA 4.0",2026-08-05,2026-08-14
interestingly,"面白く。興味深く。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interestingly,"CC BY-SA 4.0",2026-08-05,2026-08-14
intergalactic,"銀河間の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intergalactic,"CC BY-SA 4.0",2026-08-05,2026-08-14
intergenerational,"世代間の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intergenerational,"CC BY-SA 4.0",2026-08-05,2026-08-14
interminable,"止められない。止め処無い。終わらすことのできない。打ち切りのできない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interminable,"CC BY-SA 4.0",2026-08-05,2026-08-14
intermittent,"断続的な、間欠的な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intermittent,"CC BY-SA 4.0",2026-08-05,2026-08-14
intermittently,"断続的に、間欠的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intermittently,"CC BY-SA 4.0",2026-08-05,2026-08-14
internally,"内部に / 内面的に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/internally,"CC BY-SA 4.0",2026-08-05,2026-08-14
internationally,"国際的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/internationally,"CC BY-SA 4.0",2026-08-05,2026-08-14
internecine,"相殺的な。相互破壊的な。 / (集団などについて) 内部の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/internecine,"CC BY-SA 4.0",2026-08-05,2026-08-14
interplanetary,"複数の惑星の間の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interplanetary,"CC BY-SA 4.0",2026-08-05,2026-08-14
interpretative,"説明の、解釈の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interpretative,"CC BY-SA 4.0",2026-08-05,2026-08-14
interpretive,"interpretativeの異形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interpretive,"CC BY-SA 4.0",2026-08-05,2026-08-14
interpretor,"interpreterの旧綴り。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interpretor,"CC BY-SA 4.0",2026-08-05,2026-08-14
interpretted,"interpretの過去形・過去分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interpretted,"CC BY-SA 4.0",2026-08-05,2026-08-14
interstellar,"星間の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interstellar,"CC BY-SA 4.0",2026-08-05,2026-08-14
interwiki,"異なるウィキ間の。 / 異なるウィキ間のリンク。 / 異なるウィキ間のリンクを作成する。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/interwiki,"CC BY-SA 4.0",2026-08-05,2026-08-14
intestinal,"腸の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intestinal,"CC BY-SA 4.0",2026-08-05,2026-08-14
intimately,"親しく、親密に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intimately,"CC BY-SA 4.0",2026-08-05,2026-08-14
into,"…の中へ（に）。…の中へ向かって。 / …の状態に。…の状態の中に置いて。 / …に強烈に興味を持つ。…に夢中になる。…のとりこになる。 / …で割る。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/into,"CC BY-SA 4.0",2026-08-05,2026-08-14
intolerable,"耐えられない。我慢できない。堪らない。許容不可能な。過度の。 / (怒りで) 耐えられない。許せない。腹立たしい。許容できない。不愉快な。迷惑な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intolerable,"CC BY-SA 4.0",2026-08-05,2026-08-14
intolerably,"耐えられないほど。我慢できないほど。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intolerably,"CC BY-SA 4.0",2026-08-05,2026-08-14
intolerant,"耐えられない。我慢できない。 / 不寛容な。狭量な。 / 狭量な人。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intolerant,"CC BY-SA 4.0",2026-08-05,2026-08-14
intrepid,"恐れを知らない、勇敢な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intrepid,"CC BY-SA 4.0",2026-08-05,2026-08-14
intricately,"複雑に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intricately,"CC BY-SA 4.0",2026-08-05,2026-08-14
introductory,"導入の。紹介の。前置きの。 / 入門の。初歩の。 / 売り出しの。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/introductory,"CC BY-SA 4.0",2026-08-05,2026-08-14
intrusively,"出しゃばって。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intrusively,"CC BY-SA 4.0",2026-08-05,2026-08-14
intuitive,"直観的な","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intuitive,"CC BY-SA 4.0",2026-08-05,2026-08-14
intuitively,"直観的に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/intuitively,"CC BY-SA 4.0",2026-08-05,2026-08-14
invaluable,"（～にとって）測り取れないほどきわめて貴重な。 / 価値のない。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/invaluable,"CC BY-SA 4.0",2026-08-05,2026-08-14
invariably,"いつも、相変わらず。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/invariably,"CC BY-SA 4.0",2026-08-05,2026-08-14
